tiempo;voip;vod;ftp
181;0;3;4
182;2;3;2
183;0;5;1
184;0;4;6
185;0;6;4
186;2;4;3
187;0;7;4
188;0;5;7
189;1;5;3
190;0;9;9
191;2;5;5
192;0;6;5
193;1;7;7
194;0;7;3
195;2;6;9
196;0;8;5
197;0;6;8
198;2;2;10
199;0;7;10
200;0;6;4
201;0;5;7
202;3;5;8
203;0;4;6
204;0;5;4
205;0;7;6
206;1;6;3
207;0;9;5
208;1;7;4
209;0;4;4
210;1;7;6
211;0;2;6
212;0;11;6
213;0;8;7
214;0;5;4
215;6;6;4
216;0;5;5
217;1;4;5
218;0;4;7
219;1;6;4
220;0;6;6
221;0;5;6
222;2;4;2
223;0;6;6
224;1;4;9
225;0;6;7
226;0;4;5
227;0;7;3
228;0;4;6
229;0;2;8
230;0;2;6
231;0;9;3
232;1;9;8
233;0;6;5
234;2;3;7
235;0;8;2
236;1;6;10
237;1;6;9
238;0;8;6
239;2;4;7
240;1;9;7
241;1;6;8
242;1;2;5
243;0;4;5
244;0;8;5
245;0;8;8
246;2;3;6
247;0;6;3
248;3;5;8
249;0;9;9
250;0;6;7
251;4;4;2
252;2;6;7
253;0;8;8
254;0;7;5
255;2;7;9
256;0;7;5
257;0;5;5
258;0;6;7
259;1;5;6
260;0;6;6
261;2;6;6
262;0;5;6
263;0;9;4
264;0;5;7
265;4;7;4
266;0;7;6
267;2;4;7
268;1;7;5
269;0;6;6
270;2;8;5
271;0;5;11
272;3;4;6
273;0;2;5
274;0;6;8
275;1;5;6
276;2;4;6
277;0;9;6
278;1;4;3
279;0;7;4
280;2;4;6
281;1;4;7
282;1;7;8
283;0;8;7
284;0;6;7
285;1;7;10
286;0;8;8
287;0;4;5
288;2;6;8
289;0;6;3
290;0;8;10
291;0;4;6
292;2;9;9
293;1;8;6
294;0;5;4
295;0;7;8
296;1;9;4
297;0;5;9
298;0;3;7
299;2;5;4
300;0;7;6
301;3;6;7
302;0;5;4
303;1;7;6
304;1;2;7
305;1;4;7
306;1;7;6
307;1;9;7
308;0;4;7
309;2;7;2
310;0;6;4
311;2;7;11
312;0;6;9
313;2;6;5
314;0;7;6
315;2;4;10
316;1;7;6
317;0;7;7
318;1;8;5
319;0;6;8
320;1;9;6
321;1;6;6
322;0;8;7
323;0;8;6
324;2;9;7
325;1;6;8
326;0;6;5
327;1;7;10
328;0;8;10
329;0;5;6
330;0;11;8
331;1;8;7
332;0;10;7
333;1;6;6
334;0;9;7
335;1;3;8
336;0;8;13
337;4;7;9
338;0;9;11
339;2;5;7
340;0;8;6
341;0;6;5
342;0;11;6
343;2;5;9
344;0;7;5
345;1;3;8
346;1;5;7
347;1;6;11
348;0;8;11
349;1;6;8
350;0;5;6
351;2;9;7
352;0;7;10
353;2;8;4
354;0;11;7
355;2;8;4
356;0;7;9
357;0;7;11
358;2;8;6
359;1;6;10
360;1;4;6
361;1;6;9
362;0;9;6
363;2;5;9
364;2;3;11
365;0;3;6
366;0;7;2
367;1;6;11
368;0;5;6
369;2;6;4
370;0;3;5
371;2;4;5
372;0;5;5
373;1;4;7
374;0;8;6
375;2;3;6
376;0;4;5
377;0;7;7
378;1;4;5
379;1;6;6
380;0;5;5
381;3;7;4
382;0;7;2
383;0;5;5
384;0;7;8
385;0;7;5
386;1;4;7
387;1;5;7
388;0;4;7
389;1;5;10
390;0;6;5
391;0;8;5
392;2;6;13
393;1;3;7
394;0;8;3
395;0;6;6
396;0;4;8
397;1;7;2
398;1;2;7
399;0;6;9
400;2;4;7
401;0;8;2
402;2;6;8
403;0;4;5
404;0;8;4
405;1;4;5
406;0;8;6
407;2;8;3
408;1;7;3
409;1;7;7
410;0;7;5
411;4;5;7
412;0;6;7
413;0;7;7
414;3;6;10
415;0;5;6
416;1;6;4
417;0;5;8
418;0;6;12
419;0;4;7
420;2;5;4
421;0;5;5
422;1;8;8
423;0;3;4
424;2;5;7
425;0;8;6
426;0;3;5
427;1;7;8
428;1;6;3
429;0;6;7
430;2;5;4
431;1;9;4
432;0;7;9
433;0;7;6
434;0;6;7
435;3;4;7
436;0;11;5
437;3;7;5
438;0;4;8
439;1;6;12
440;0;7;5
441;0;6;8
442;2;8;9
443;0;8;5
444;2;8;7
445;2;4;6
446;0;5;8
447;2;6;8
448;1;3;10
449;0;6;5
450;3;5;5
451;0;7;5
452;0;7;6
453;0;5;6
454;0;6;5
455;1;7;4
456;0;6;6
457;1;5;6
458;1;1;5
459;1;2;5
460;0;6;6
461;3;8;4
462;0;7;5
463;3;3;4
464;0;5;2
465;2;6;7
466;0;6;7
467;1;6;6
468;2;4;5
469;0;7;7
470;0;3;6
471;2;5;7
472;1;8;6
473;1;8;7
474;0;5;5
475;0;5;6
476;0;7;7
477;2;7;9
478;2;6;8
479;0;7;3
480;0;8;7
481;1;4;8
482;0;6;9
483;2;5;3
484;0;3;6
485;1;7;9
486;0;4;4
487;0;2;5
488;1;9;10
489;0;11;6
490;0;9;1
491;0;5;5
492;5;5;6
493;0;9;5
494;2;3;11
495;0;6;8
496;1;6;4
497;0;6;7
498;0;10;6
499;4;4;4
500;1;8;2
501;1;4;10
502;1;8;11
503;2;8;9
504;0;6;7
505;1;5;6
506;0;6;8
507;0;6;7
508;4;6;7
509;0;4;7
510;1;6;7
511;1;0;5
512;0;7;4
513;1;6;6
514;1;7;7
515;2;5;7
516;0;5;2
517;0;8;6
518;1;9;6
519;0;7;8
520;3;6;4
521;0;6;7
522;0;5;7
523;1;6;11
524;0;5;8
525;2;7;9
526;0;4;5
527;3;6;5
528;0;6;4
529;2;9;8
530;1;2;6
531;0;8;5
532;1;7;9
533;0;5;7
534;2;6;7
535;1;8;4
536;0;8;10
537;2;4;7
538;0;5;6
539;3;6;9
540;0;5;9
541;2;7;7
542;0;4;4
543;2;9;5
544;1;5;5
545;1;4;5
546;0;5;8
547;0;2;9
548;1;8;6
549;0;7;6
550;1;4;6
551;0;7;4
552;0;7;4
553;2;6;8
554;1;6;6
555;0;7;4
556;2;6;8
557;1;3;5
558;0;6;6
559;0;7;7
560;1;6;8
561;0;9;10
562;1;6;4
563;1;3;9
564;0;8;7
565;0;8;2
566;1;6;8
567;0;6;6
568;0;3;5
569;1;10;7
570;1;4;6
571;0;7;5
572;0;9;6
573;5;7;6
574;1;3;8
575;0;11;5
576;0;7;9
577;1;5;7
578;2;8;7
579;0;6;9
580;0;11;6
581;2;5;9
582;0;7;7
583;2;5;8
584;0;5;4
585;0;8;10
586;0;6;5
587;7;7;8
588;0;6;6
589;3;3;4
590;0;7;4
591;0;4;6
592;3;3;10
593;0;10;8
594;0;8;4
595;0;10;8
596;0;12;2
597;1;10;4
598;0;8;9
599;1;11;8
600;0;9;6

